id,gid,x,y,v_x,v_y,radius,time
0,0,10.150477,0.370529,-0.312468,0.308504,0.200000,0.050000
1,0,12.523402,0.591216,-0.499961,-0.006219,0.200000,0.050000
2,0,7.347023,-0.122915,0.499651,-0.018689,0.200000,0.050000
3,0,6.803897,-0.865370,-0.012854,-0.499835,0.200000,0.050000
4,0,8.846005,0.722484,0.219102,0.449438,0.200000,0.050000
5,0,5.246645,0.524769,0.459695,-0.196674,0.200000,0.050000
6,0,13.709408,-1.070604,0.278167,-0.415480,0.200000,0.050000
7,0,10.869104,-0.180746,0.182087,-0.218029,0.200000,0.050000
8,0,13.297000,-0.518148,-0.317992,0.385851,0.200000,0.050000
9,0,8.012852,-0.239230,-0.333956,-0.372120,0.200000,0.050000
10,0,6.886246,0.229462,0.458915,0.198487,0.200000,0.050000
11,0,14.759024,-0.690118,-0.037529,0.022590,0.200000,0.050000
12,0,13.399196,0.572912,-0.214085,-0.451849,0.200000,0.050000
13,0,8.551050,0.135315,0.494994,0.070574,0.200000,0.050000
14,0,6.812768,-0.389905,0.008554,0.499927,0.200000,0.050000
15,0,13.622823,1.043424,0.214461,0.451671,0.200000,0.050000
16,0,6.422349,0.040954,-0.466219,-0.180665,0.200000,0.050000
17,0,6.776303,0.907702,-0.062332,0.496100,0.200000,0.050000
18,0,9.491856,-0.445521,-0.131471,-0.157608,0.200000,0.050000
19,0,7.357133,-0.842186,0.496863,-0.055925,0.200000,0.050000
20,1,7.300479,7.707190,0.008188,-0.123409,0.200000,0.050000
21,1,8.368113,-4.202142,0.040270,-0.139846,0.200000,0.050000
22,1,7.111534,2.328202,-0.001118,-0.156963,0.200000,0.050000
23,1,9.088388,-3.083482,0.001165,-0.135836,0.200000,0.050000
24,1,5.311134,5.481540,0.019889,-0.168599,0.200000,0.050000
25,1,8.411060,-2.034694,-0.036203,-0.110271,0.200000,0.050000
26,1,6.821293,6.560224,-0.013539,-0.161715,0.200000,0.050000
27,1,5.177002,1.246151,0.199641,0.458414,0.200000,0.050000
28,1,4.807881,3.018812,-0.033374,-0.079159,0.200000,0.050000
29,1,4.789381,0.718642,-0.461770,0.191750,0.200000,0.050000
30,1,7.598071,3.439633,-0.101179,-0.145141,0.200000,0.050000
31,1,7.271173,-4.352089,-0.092742,-0.142774,0.200000,0.050000
32,1,5.648679,2.234943,0.078981,-0.094338,0.200000,0.050000
33,1,7.976070,5.358651,-0.024998,-0.109177,0.200000,0.050000
34,1,4.926941,6.632198,-0.003577,-0.082045,0.200000,0.050000
35,1,9.208425,3.778014,0.481900,-0.133314,0.200000,0.050000
36,1,6.196784,4.201848,0.005886,-0.129433,0.200000,0.050000
37,1,8.527763,3.864094,-0.499142,0.029271,0.200000,0.050000
38,1,9.146047,4.653954,0.094730,0.441871,0.200000,0.050000
39,1,6.798213,8.863836,-0.013943,-0.093275,0.200000,0.050000
0,0,10.159516,0.390045,0.180792,0.390326,0.200000,0.100000
1,0,12.496411,0.591156,-0.539826,-0.001196,0.200000,0.100000
2,0,7.350369,-0.111326,0.066920,0.231798,0.200000,0.100000
3,0,6.795410,-0.896125,-0.169749,-0.615102,0.200000,0.100000
4,0,8.837974,0.761219,-0.160631,0.774711,0.200000,0.100000
5,0,5.253795,0.534282,0.143005,0.190246,0.200000,0.100000
6,0,13.715436,-1.088929,0.120562,-0.366505,0.200000,0.100000
7,0,10.869676,-0.190562,0.011438,-0.196307,0.200000,0.100000
8,0,13.272610,-0.522370,-0.487799,-0.084432,0.200000,0.100000
9,0,8.019954,-0.265491,0.142030,-0.525211,0.200000,0.100000
10,0,6.898482,0.237608,0.244729,0.162910,0.200000,0.100000
11,0,14.750905,-0.688872,-0.162381,0.024931,0.200000,0.100000
12,0,13.396085,0.574138,-0.062224,0.024531,0.200000,0.100000
13,0,8.559007,0.120323,0.159150,-0.299843,0.200000,0.100000
14,0,6.807597,-0.373132,-0.103417,0.335446,0.200000,0.100000
15,0,13.625984,1.063385,0.063222,0.399231,0.200000,0.100000
16,0,6.413216,0.011330,-0.182655,-0.592480,0.200000,0.100000
17,0,6.765387,0.908755,-0.218337,0.021060,0.200000,0.100000
18,0,9.490089,-0.455144,-0.035357,-0.192453,0.200000,0.100000
19,0,7.370484,-0.867184,0.267013,-0.499962,0.200000,0.100000
20,1,7.300524,7.695337,0.000885,-0.237043,0.200000,0.100000
21,1,8.367751,-4.216416,-0.007254,-0.285478,0.200000,0.100000
22,1,7.130582,2.336480,0.380951,0.165563,0.200000,0.100000
23,1,9.087909,-3.095013,-0.009583,-0.230620,0.200000,0.100000
24,1,5.311038,5.469088,-0.001937,-0.249034,0.200000,0.100000
25,1,8.407479,-2.045784,-0.071623,-0.221819,0.200000,0.100000
26,1,6.820216,6.546509,-0.021543,-0.274295,0.200000,0.100000
27,1,5.171750,1.249249,-0.105047,0.061974,0.200000,0.100000
28,1,4.807072,3.008449,-0.016191,-0.207263,0.200000,0.100000
29,1,4.769912,0.720904,-0.389383,0.045243,0.200000,0.100000
30,1,7.588950,3.407708,-0.182429,-0.638495,0.200000,0.100000
31,1,7.266713,-4.365268,-0.089202,-0.263579,0.200000,0.100000
32,1,5.665439,2.251694,0.335207,0.335020,0.200000,0.100000
33,1,7.975554,5.347072,-0.010329,-0.231577,0.200000,0.100000
34,1,4.927284,6.622286,0.006864,-0.198236,0.200000,0.100000
35,1,9.229173,3.765913,0.414969,-0.242024,0.200000,0.100000
36,1,6.193926,4.191975,-0.057174,-0.197468,0.200000,0.100000
37,1,8.511583,3.888966,-0.323589,0.497439,0.200000,0.100000
38,1,9.149368,4.667407,0.066424,0.269075,0.200000,0.100000
39,1,6.797230,8.854102,-0.019666,-0.194685,0.200000,0.100000
0,0,10.154728,0.421211,-0.095756,0.623308,0.200000,0.150000
1,0,12.472560,0.575941,-0.477019,-0.304308,0.200000,0.150000
2,0,7.372698,-0.116003,0.446591,-0.093547,0.200000,0.150000
3,0,6.783476,-0.928475,-0.238676,-0.647011,0.200000,0.150000
4,0,8.832246,0.790982,-0.114549,0.595246,0.200000,0.150000
5,0,5.273940,0.522437,0.402908,-0.236896,0.200000,0.150000
6,0,13.714373,-1.105044,-0.021268,-0.322301,0.200000,0.150000
7,0,10.861904,-0.199170,-0.155452,-0.172173,0.200000,0.150000
8,0,13.247235,-0.525846,-0.507500,-0.069522,0.200000,0.150000
9,0,8.038533,-0.269542,0.371589,-0.081024,0.200000,0.150000
10,0,6.891661,0.261934,-0.136427,0.486515,0.200000,0.150000
11,0,14.737415,-0.688001,-0.269788,0.017413,0.200000,0.150000
12,0,13.386543,0.575433,-0.190831,0.025889,0.200000,0.150000
13,0,8.544910,0.117103,-0.281945,-0.064396,0.200000,0.150000
14,0,6.825529,-0.365912,0.358646,0.144402,0.200000,0.150000
15,0,13.622366,1.080990,-0.072368,0.352095,0.200000,0.150000
16,0,6.380967,-0.008774,-0.644984,-0.402080,0.200000,0.150000
17,0,6.753087,0.926477,-0.245992,0.354436,0.200000,0.150000
18,0,9.505888,-0.479782,0.315995,-0.492763,0.200000,0.150000
19,0,7.361277,-0.902961,-0.184127,-0.715537,0.200000,0.150000
20,1,7.300014,7.679471,-0.010194,-0.317332,0.200000,0.150000
21,1,8.365589,-4.236239,-0.043233,-0.396463,0.200000,0.150000
22,1,7.145013,2.320188,0.288628,-0.325839,0.200000,0.150000
23,1,9.086903,-3.112847,-0.020113,-0.356680,0.200000,0.150000
24,1,5.310793,5.451763,-0.004895,-0.346506,0.200000,0.150000
25,1,8.408453,-2.077104,0.019492,-0.626383,0.200000,0.150000
26,1,6.816668,6.528925,-0.070955,-0.351689,0.200000,0.150000
27,1,5.149598,1.270771,-0.443037,0.430434,0.200000,0.150000
28,1,4.805165,2.996885,-0.038145,-0.231268,0.200000,0.150000
29,1,4.753714,0.716576,-0.323971,-0.086557,0.200000,0.150000
30,1,7.583860,3.400456,-0.101783,-0.145042,0.200000,0.150000
31,1,7.262536,-4.383804,-0.083530,-0.370734,0.200000,0.150000
32,1,5.683548,2.251317,0.362172,-0.007548,0.200000,0.150000
33,1,7.967712,5.359396,-0.156828,0.246479,0.200000,0.150000
34,1,4.927882,6.608061,0.011946,-0.284494,0.200000,0.150000
35,1,9.246678,3.749628,0.350082,-0.325702,0.200000,0.150000
36,1,6.189177,4.184006,-0.094978,-0.159377,0.200000,0.150000
37,1,8.502037,3.889733,-0.190938,0.015356,0.200000,0.150000
38,1,9.151432,4.673117,0.041294,0.114191,0.200000,0.150000
39,1,6.796045,8.839834,-0.023698,-0.285351,0.200000,0.150000
0,0,10.144211,0.446170,-0.210351,0.499192,0.200000,0.200000
1,0,12.442901,0.569810,-0.593174,-0.122619,0.200000,0.200000
2,0,7.375412,-0.136179,0.054269,-0.403520,0.200000,0.200000
3,0,6.746683,-0.958175,-0.735858,-0.593998,0.200000,0.200000
4,0,8.820146,0.816342,-0.242010,0.507205,0.200000,0.200000
5,0,5.283899,0.511101,0.199170,-0.226710,0.200000,0.200000
6,0,13.707006,-1.119139,-0.147347,-0.281897,0.200000,0.200000
7,0,10.844716,-0.210053,-0.343752,-0.217659,0.200000,0.200000
8,0,13.227300,-0.534614,-0.398715,-0.175363,0.200000,0.200000
9,0,8.044730,-0.295311,0.123935,-0.515382,0.200000,0.200000
10,0,6.894318,0.263126,0.053141,0.023845,0.200000,0.200000
11,0,14.719138,-0.687369,-0.365552,0.012651,0.200000,0.200000
12,0,13.371445,0.576770,-0.301960,0.026742,0.200000,0.200000
13,0,8.545261,0.134285,0.007019,0.343648,0.200000,0.200000
14,0,6.818541,-0.356703,-0.139769,0.184188,0.200000,0.200000
15,0,13.612624,1.096457,-0.194836,0.309340,0.200000,0.200000
16,0,6.345443,-0.026863,-0.710485,-0.361771,0.200000,0.200000
17,0,6.729481,0.966496,-0.472123,0.800378,0.200000,0.200000
18,0,9.513534,-0.501769,0.152918,-0.439735,0.200000,0.200000
